filename,label,original,split
dkkqtmyitk.mp4,FAKE,train,tkygmnaifp.mp4
qyehiscxbr.mp4,REAL,train,
mjmizpuvri.mp4,REAL,train,
odysiofrlk.mp4,FAKE,train,mnrghjfohp.mp4
cipbjqtdfa.mp4,FAKE,train,ykybgxsizu.mp4
ukddragknx.mp4,FAKE,train,djncmccgpw.mp4
aiuydkbjok.mp4,FAKE,train,obfbakmdnz.mp4
snzgrhwegl.mp4,FAKE,train,ohpfcuzddj.mp4
ouaxfnbaxj.mp4,FAKE,train,ohpfcuzddj.mp4
nnwkycvpir.mp4,REAL,train,
wkqhhozlmd.mp4,REAL,train,
dvalwsjxcv.mp4,FAKE,train,yiafckaqsb.mp4
glsvewykpx.mp4,FAKE,train,cdrdflgopu.mp4
ycynnqixii.mp4,FAKE,train,cbbugjbzwq.mp4
iivwkmoazr.mp4,FAKE,train,ycvyqtrzft.mp4
xtfctaiohv.mp4,FAKE,train,fgasybrtob.mp4
mnrghjfohp.mp4,REAL,train,
uvrxpikmjw.mp4,FAKE,train,tkygmnaifp.mp4
powjcbrxhy.mp4,FAKE,train,elibzwmjie.mp4
fyfbfwxpro.mp4,FAKE,train,rrmhobgxhe.mp4
kamgolmamo.mp4,FAKE,train,ohpfcuzddj.mp4
pkuuvpmgmj.mp4,FAKE,train,aqymrqseqg.mp4
jlskmeevxr.mp4,FAKE,train,ucqrttbieb.mp4
ynmoqcvvct.mp4,FAKE,train,tkygmnaifp.mp4
qjstyfsobe.mp4,FAKE,train,tkygmnaifp.mp4
vyfxbvzhvx.mp4,FAKE,train,siggrdjgwd.mp4
ixvvgevgry.mp4,FAKE,train,cemkckfnfn.mp4
kfekxkjcro.mp4,FAKE,train,zstktfmxeb.mp4
vpdlqtdpgd.mp4,FAKE,train,obfbakmdnz.mp4
bdpmicugbp.mp4,FAKE,train,lxzdyejrvs.mp4
geaaanfxvt.mp4,FAKE,train,xltllxrdfg.mp4
xyrjgabbfv.mp4,FAKE,train,qmwfkqpzht.mp4
sspgsqwcdr.mp4,FAKE,train,kglbnkwynx.mp4
tgdmlshtgn.mp4,FAKE,train,sqzzafvbxy.mp4
cihqsivbtq.mp4,FAKE,train,ucqrttbieb.mp4
vmqaejhtoa.mp4,REAL,train,
xlmqpciqvw.mp4,FAKE,train,tkygmnaifp.mp4
exmuhuamql.mp4,FAKE,train,tkygmnaifp.mp4
twtqbhgjlm.mp4,FAKE,train,vvygpvfiyd.mp4
evgzjtwveg.mp4,FAKE,train,gqbelxwffi.mp4
nnnvtrkvow.mp4,FAKE,train,ucqrttbieb.mp4
gluehynqep.mp4,REAL,train,
vbmwwdmhzu.mp4,REAL,train,
svpniozebk.mp4,FAKE,train,yiafckaqsb.mp4
gsnqvvauxc.mp4,FAKE,train,dzvijsbblm.mp4
kknksocggx.mp4,FAKE,train,yiafckaqsb.mp4
ychlldajfk.mp4,FAKE,train,ucqrttbieb.mp4
xwlabafuhh.mp4,FAKE,train,pqqxpmmzxg.mp4
rocaqylpqv.mp4,FAKE,train,fwwitihjch.mp4
qzlezuamfa.mp4,FAKE,train,yqyvgsyeof.mp4
vvsicmdyzq.mp4,FAKE,train,vmqaejhtoa.mp4
cgjqegcfvz.mp4,FAKE,train,pujesybccy.mp4
yhabztznmj.mp4,FAKE,train,aoeuvrhatp.mp4
ummamaagbh.mp4,FAKE,train,wbsaewrzpq.mp4
xdurgwgifz.mp4,FAKE,train,hgubfvlxta.mp4
gqbelxwffi.mp4,REAL,train,
aqvywunszy.mp4,FAKE,train,bnimtitnnc.mp4
magxfozkhj.mp4,FAKE,train,pqqxpmmzxg.mp4
