filename,label,original,split
rnzzuxmigr.mp4,REAL,train,
gpwnvzdflz.mp4,FAKE,train,kecpjuvcti.mp4
sgozvsiqwy.mp4,FAKE,train,zvktgcmsll.mp4
zvrqanmhyj.mp4,FAKE,train,fifcusswoz.mp4
vjerhpiuyw.mp4,FAKE,train,ukdhnwwnmt.mp4
tucqunndgv.mp4,REAL,train,
pqpudpjjmp.mp4,FAKE,train,gixzxhsyca.mp4
wocucddsji.mp4,FAKE,train,jwckgjbrjk.mp4
yzjnjwjzye.mp4,FAKE,train,duwwgciptr.mp4
iorelxckyf.mp4,FAKE,train,kecpjuvcti.mp4
nzauupxsqk.mp4,FAKE,train,egzyxqihni.mp4
jyxnvmzhyb.mp4,FAKE,train,egzyxqihni.mp4
ytckgsopyh.mp4,FAKE,train,eojtfnpgbb.mp4
pbaihmmyqg.mp4,FAKE,train,afmhdngiib.mp4
axanpcosjc.mp4,FAKE,train,qprtbkloye.mp4
kvjsthexya.mp4,FAKE,train,tucqunndgv.mp4
hvhbmncfac.mp4,FAKE,train,gixzxhsyca.mp4
lxcdhbemjy.mp4,FAKE,train,uyrfbdbgsl.mp4
cfkmjqcpcd.mp4,FAKE,train,qdlefybhht.mp4
jvlzwnbblv.mp4,FAKE,train,lddcwhhszn.mp4
sgyabuvzfw.mp4,FAKE,train,tucqunndgv.mp4
qgteffehuo.mp4,FAKE,train,ukdhnwwnmt.mp4
jjppplpwfs.mp4,FAKE,train,pyoajfcztr.mp4
ouiuvzdxmw.mp4,FAKE,train,wksotonppz.mp4
kmcsdkojcm.mp4,FAKE,train,thjudqtide.mp4
xkjjvbjmrt.mp4,FAKE,train,hugcokpuks.mp4
egzyxqihni.mp4,REAL,train,
tfautjhnle.mp4,FAKE,train,eojtfnpgbb.mp4
ezevmuxtwu.mp4,FAKE,train,gqipinkpdv.mp4
owalvogmee.mp4,FAKE,train,eckhsharba.mp4
vnrjpyqjxd.mp4,FAKE,train,egzyxqihni.mp4
kmhqhdjkwe.mp4,FAKE,train,tmpsfqbcul.mp4
qqolhciztc.mp4,FAKE,train,owgefmanby.mp4
gqjqldpdzd.mp4,FAKE,train,afmhdngiib.mp4
txwodmrpij.mp4,FAKE,train,vgodinrcwk.mp4
nbmgydvhmf.mp4,FAKE,train,qdlefybhht.mp4
snjqmdldpy.mp4,FAKE,train,ayntzgwakd.mp4
pvflezopur.mp4,FAKE,train,vjexwwkoml.mp4
ewmtcmxyjd.mp4,FAKE,train,ukdhnwwnmt.mp4
uoxhjctyfp.mp4,FAKE,train,mkjwbmpcwf.mp4
jqodmblkbb.mp4,FAKE,train,jfjevcdrgg.mp4
twotrytoqh.mp4,FAKE,train,eojtfnpgbb.mp4
etbcgrtnft.mp4,FAKE,train,gawbagazjl.mp4
owqfinhzwr.mp4,FAKE,train,jcmgbahven.mp4
yarfzirpzw.mp4,FAKE,train,pcisxemswa.mp4
rnjhdunvmz.mp4,FAKE,train,rdlpqszngw.mp4
lakmzwcwgy.mp4,FAKE,train,qbctkzubvk.mp4
uzmcftvqox.mp4,FAKE,train,jcmgbahven.mp4
iotvvdegmx.mp4,FAKE,train,tucqunndgv.mp4
lvyfgfceys.mp4,FAKE,train,ckesjfigst.mp4
ycmlexgbio.mp4,FAKE,train,kmuokauspb.mp4
iiikdojinc.mp4,FAKE,train,sheunnhdxe.mp4
mrjfcsxcvj.mp4,FAKE,train,afmhdngiib.mp4
hobqnnblkq.mp4,FAKE,train,owfyzzyoca.mp4
rgthvflads.mp4,FAKE,train,rvjyvhspha.mp4
hyvbliiing.mp4,FAKE,train,ckesjfigst.mp4
lbpawrfnyh.mp4,FAKE,train,eojtfnpgbb.mp4
amgwvgswlu.mp4,FAKE,train,dgdnfijnft.mp4
vxhdogmgkw.mp4,FAKE,train,owfyzzyoca.mp4
jtjxfjaamb.mp4,FAKE,train,rdlpqszngw.mp4
tuycrjemab.mp4,FAKE,train,eojtfnpgbb.mp4
rdpseeyfgp.mp4,FAKE,train,ckesjfigst.mp4
deroigfoxd.mp4,FAKE,train,nxtrfmiapb.mp4
qaugcsknos.mp4,FAKE,train,hrochgaosv.mp4
rjrlfzfxqi.mp4,FAKE,train,hjrkzsbpvt.mp4
ndbdkjokjq.mp4,FAKE,train,sheunnhdxe.mp4
rvjyvhspha.mp4,REAL,train,
tmpsfqbcul.mp4,REAL,train,
owvoizqqdu.mp4,FAKE,train,ckesjfigst.mp4
zhysrmbjge.mp4,FAKE,train,yqwtwlkabn.mp4
jvmhslmnrn.mp4,REAL,train,
rdlpqszngw.mp4,REAL,train,
tpkuvclhgi.mp4,FAKE,train,vgodinrcwk.mp4
jntiomfhcr.mp4,FAKE,train,eojtfnpgbb.mp4
feyilafcbb.mp4,FAKE,train,tucqunndgv.mp4
txysmzzvch.mp4,FAKE,train,kmuokauspb.mp4
yemyamgwae.mp4,FAKE,train,rndkddecxr.mp4
gkhtjvypym.mp4,FAKE,train,tmpsfqbcul.mp4
qswcgqfwwa.mp4,FAKE,train,mwluvmcmws.mp4
fwxrivasxe.mp4,FAKE,train,kmuokauspb.mp4
zbpkxbctef.mp4,FAKE,train,sheunnhdxe.mp4
skpvbijpso.mp4,FAKE,train,zgzgmesopd.mp4
gtsodxtlcl.mp4,REAL,train,
lmvbxcrpux.mp4,FAKE,train,vjexwwkoml.mp4
hfcahbxojg.mp4,FAKE,train,eojtfnpgbb.mp4
zzpzemkknj.mp4,FAKE,train,uyrfbdbgsl.mp4
omljcgdsfk.mp4,FAKE,train,kmuokauspb.mp4
elktntxczt.mp4,FAKE,train,eojtfnpgbb.mp4
enjpvpmbpb.mp4,FAKE,train,fifcusswoz.mp4
jattojjsod.mp4,FAKE,train,vjexwwkoml.mp4
nmkkpgffnc.mp4,FAKE,train,gixzxhsyca.mp4
mgtupalflu.mp4,FAKE,train,hrochgaosv.mp4
kbxdvqucrq.mp4,FAKE,train,fmxdhyldpx.mp4
zrjxkpfeao.mp4,FAKE,train,rnzzuxmigr.mp4
iuxoymwrrb.mp4,FAKE,train,qdlefybhht.mp4
rpgutupcvw.mp4,FAKE,train,zvktgcmsll.mp4
ywtrgardha.mp4,FAKE,train,sxvxjgrieg.mp4
dxdlgjufhm.mp4,FAKE,train,owgefmanby.mp4
znzsxieolq.mp4,FAKE,train,qprtbkloye.mp4
ukdhnwwnmt.mp4,REAL,train,
jrctkjsnwv.mp4,FAKE,train,qprtbkloye.mp4
ewjopkuafz.mp4,FAKE,train,pcisxemswa.mp4
epivyawujt.mp4,FAKE,train,qbctkzubvk.mp4
pmzujwmgtz.mp4,FAKE,train,eojtfnpgbb.mp4
bsoliazwrw.mp4,FAKE,train,rdlpqszngw.mp4
qhvplkfsry.mp4,FAKE,train,ryqjpimpej.mp4
qexfqixxvo.mp4,FAKE,train,kecpjuvcti.mp4
nigrfxanhb.mp4,FAKE,train,tmpsfqbcul.mp4
bvbpmmiuoo.mp4,FAKE,train,thjudqtide.mp4
qhttfwakwr.mp4,FAKE,train,tdtgtgnoys.mp4
lvluiulpzh.mp4,FAKE,train,pqlddnmcos.mp4
ahxiodzlfq.mp4,FAKE,train,ulofgxniva.mp4
ibevodwfxg.mp4,FAKE,train,fmxdhyldpx.mp4
ykszlrzvpv.mp4,FAKE,train,lnzitwaxwy.mp4
schtkhzivy.mp4,FAKE,train,owgefmanby.mp4
tlrypooilu.mp4,FAKE,train,ukdhnwwnmt.mp4
sxblpuzjtw.mp4,FAKE,train,tdtgtgnoys.mp4
lqnetyeblu.mp4,FAKE,train,rspxylznwq.mp4
zdjdarpamb.mp4,REAL,train,
fdkxiecbtm.mp4,FAKE,train,pcisxemswa.mp4
jayybrfpgr.mp4,FAKE,train,jvmhslmnrn.mp4
hysppsmhpl.mp4,FAKE,train,hugcokpuks.mp4
owfyzzyoca.mp4,REAL,train,
ksevvcocwp.mp4,FAKE,train,uyrfbdbgsl.mp4
rdudggrlnq.mp4,FAKE,train,sheunnhdxe.mp4
bbxxwijhxf.mp4,FAKE,train,fmxdhyldpx.mp4
dliajpqpqd.mp4,FAKE,train,tmpsfqbcul.mp4
wukxspspat.mp4,FAKE,train,tmpsfqbcul.mp4
lvagtgyvwc.mp4,FAKE,train,gixzxhsyca.mp4
jcmgbahven.mp4,REAL,train,
dtlmcejxrz.mp4,FAKE,train,qbctkzubvk.mp4
idlndijmeb.mp4,FAKE,train,yqximgmtgv.mp4
ivbjhczihl.mp4,FAKE,train,pehmdoijqb.mp4
dojnabaoug.mp4,FAKE,train,vgodinrcwk.mp4
omdjjdssjx.mp4,FAKE,train,mkjwbmpcwf.mp4
mgivheipcw.mp4,FAKE,train,egzyxqihni.mp4
pwqowswofh.mp4,FAKE,train,ckesjfigst.mp4
iaptsnuuys.mp4,FAKE,train,pbhjzyhcjb.mp4
obccyqbach.mp4,FAKE,train,hrochgaosv.mp4
gcsyrmbjbf.mp4,FAKE,train,kecpjuvcti.mp4
fufvpovlre.mp4,FAKE,train,fmxdhyldpx.mp4
ftomejyowz.mp4,FAKE,train,tmpsfqbcul.mp4
kboixyviey.mp4,FAKE,train,sheunnhdxe.mp4
