filename,label,original,split
dgnijohvsx.mp4,FAKE,train,kuzkknhjjw.mp4
gaxvondfff.mp4,REAL,train,
omfnvaihmv.mp4,FAKE,train,vqnalrcskp.mp4
dmraadymhi.mp4,FAKE,train,kuzkknhjjw.mp4
yjcyvdwhkm.mp4,FAKE,train,wqjwaosbxl.mp4
bpmonwznmw.mp4,FAKE,train,vqnalrcskp.mp4
oeypfwjgpu.mp4,FAKE,train,mkxoqgkseh.mp4
awgkrpxukk.mp4,FAKE,train,waxdnuvizs.mp4
uhfcjwmuhk.mp4,FAKE,train,niltlqlxku.mp4
pzlkotrorp.mp4,FAKE,train,khvkficvrr.mp4
cvorwgcpua.mp4,FAKE,train,qaayoyasrs.mp4
xjdvgijosl.mp4,FAKE,train,mtdawjxbgw.mp4
vdmhoecuay.mp4,FAKE,train,mvffpaklnn.mp4
hdgxltgqpn.mp4,FAKE,train,iodykticnh.mp4
xtmbtcaeuy.mp4,FAKE,train,wjllscdfky.mp4
qaayoyasrs.mp4,REAL,train,
zzlwvkpdwl.mp4,FAKE,train,chdbnyxful.mp4
rzverjjefr.mp4,FAKE,train,osjdlhpqcv.mp4
gnilipnyjj.mp4,FAKE,train,kqvztkasba.mp4
ahukuoipxb.mp4,FAKE,train,chdbnyxful.mp4
ckibeahxva.mp4,FAKE,train,ynipfplgjt.mp4
ppqtrzmrtg.mp4,FAKE,train,wqjwaosbxl.mp4
mnvuysmnzq.mp4,FAKE,train,mtdawjxbgw.mp4
hhtggweimd.mp4,FAKE,train,pbdgtdthhb.mp4
vvlnyeqnha.mp4,FAKE,train,iodykticnh.mp4
nouwxoeiiq.mp4,FAKE,train,mtdawjxbgw.mp4
dghikbblsr.mp4,FAKE,train,kqvztkasba.mp4
lvwivkxnxs.mp4,FAKE,train,jgrtpfnlks.mp4
wbtqklejpm.mp4,FAKE,train,qkcgzogaco.mp4
gqdxsmqscz.mp4,FAKE,train,ctcgtaikxd.mp4
kypookzawx.mp4,FAKE,train,iqrixqebob.mp4
utmmdexsxb.mp4,FAKE,train,izevfbcjot.mp4
upbercvjsr.mp4,REAL,train,
bilmscjhgl.mp4,FAKE,train,osjdlhpqcv.mp4
zmrsgsucfr.mp4,FAKE,train,chdbnyxful.mp4
ohytlxchfr.mp4,FAKE,train,cjstktscwm.mp4
yewrlufoou.mp4,FAKE,train,nygbcvakxx.mp4
nwvyxfmycx.mp4,FAKE,train,mtdawjxbgw.mp4
lggtifpfap.mp4,FAKE,train,blwfcizbrl.mp4
bpzxipkgvk.mp4,REAL,train,
mrsqbsrvif.mp4,FAKE,train,qnwvsyirjy.mp4
eiflffikuj.mp4,FAKE,train,ucjqufyrhm.mp4
oyolfqojjc.mp4,FAKE,train,arnthfucnd.mp4
qeeqexmorg.mp4,FAKE,train,tivrxoldxt.mp4
rmuyjpczhp.mp4,FAKE,train,aobqaxxpom.mp4
bomwubhrhy.mp4,FAKE,train,nbkuwfcwnd.mp4
binjbtuzkr.mp4,FAKE,train,mtdawjxbgw.mp4
rweucpsmyu.mp4,FAKE,train,msdnruegfh.mp4
ulnfvjfxiv.mp4,FAKE,train,aobqaxxpom.mp4
hpcywxkdqw.mp4,FAKE,train,kqvztkasba.mp4
ybbauxsttp.mp4,FAKE,train,ibxmrjdmpm.mp4
hgdlkeugdz.mp4,FAKE,train,blwfcizbrl.mp4
pwswtdarnp.mp4,FAKE,train,xhsnujtnec.mp4
mvffpaklnn.mp4,REAL,train,
bjaarkxzjx.mp4,FAKE,train,aobqaxxpom.mp4
yrymtnnopv.mp4,FAKE,train,arnthfucnd.mp4
yoejnwugvj.mp4,FAKE,train,arnthfucnd.mp4
adylpmghhr.mp4,FAKE,train,chdbnyxful.mp4
cwsdjdhwoz.mp4,FAKE,train,xhsnujtnec.mp4
valwvmgbrc.mp4,FAKE,train,kuzkknhjjw.mp4
wovilwekxv.mp4,FAKE,train,fkcrvlpwnq.mp4
ypvmdghkwu.mp4,REAL,train,
nygbcvakxx.mp4,REAL,train,
sntubdkzmu.mp4,FAKE,train,nygbcvakxx.mp4
voivjdtfck.mp4,FAKE,train,ctcgtaikxd.mp4
tbptxbcmet.mp4,FAKE,train,khvkficvrr.mp4
xzfdtwlsth.mp4,FAKE,train,jgrtpfnlks.mp4
uundjlzalq.mp4,FAKE,train,osjdlhpqcv.mp4
atkbwsuekf.mp4,FAKE,train,dzuufmvuxn.mp4
tgarhezjgj.mp4,FAKE,train,blwfcizbrl.mp4
iqrixqebob.mp4,REAL,train,
phqypasmvw.mp4,FAKE,train,fkcrvlpwnq.mp4
emekhemxvg.mp4,FAKE,train,xhsnujtnec.mp4
ktcejywuds.mp4,FAKE,train,mtdawjxbgw.mp4
jpljwdfhof.mp4,FAKE,train,ibxmrjdmpm.mp4
xxysxmftkk.mp4,FAKE,train,kuzkknhjjw.mp4
orhhfueuka.mp4,FAKE,train,mtdawjxbgw.mp4
javrpuxtba.mp4,FAKE,train,chdbnyxful.mp4
jsiphcaqos.mp4,FAKE,train,mtdawjxbgw.mp4
iqprtphahc.mp4,FAKE,train,rwitpjbfko.mp4
gmsoirgziy.mp4,FAKE,train,kuzkknhjjw.mp4
vzcsrijdln.mp4,FAKE,train,upbercvjsr.mp4
dlandpsogt.mp4,FAKE,train,zqtztjggwx.mp4
lasoktwjxo.mp4,FAKE,train,arnthfucnd.mp4
nhchfdgqtd.mp4,FAKE,train,oxtdkvspjl.mp4
vkwaywuumj.mp4,FAKE,train,ibxmrjdmpm.mp4
uwiwgklufd.mp4,FAKE,train,ucjqufyrhm.mp4
bnkmyawjld.mp4,FAKE,train,nygbcvakxx.mp4
csoqeobiql.mp4,FAKE,train,khvkficvrr.mp4
hffnagxquq.mp4,FAKE,train,mtdawjxbgw.mp4
pdoagttqyt.mp4,FAKE,train,gaxvondfff.mp4
dttzqimroz.mp4,FAKE,train,khvkficvrr.mp4
wxossnvxun.mp4,FAKE,train,msdnruegfh.mp4
bmjvqaefiw.mp4,FAKE,train,mrhacvsbkp.mp4
wcqpzkkwmn.mp4,REAL,train,
zbviwwzxie.mp4,FAKE,train,mkxoqgkseh.mp4
vrplmmuuti.mp4,FAKE,train,nygbcvakxx.mp4
ahaopbalyf.mp4,FAKE,train,ucjqufyrhm.mp4
avvyicotkk.mp4,FAKE,train,oxtdkvspjl.mp4
vqnalrcskp.mp4,REAL,train,
dqavzxxqht.mp4,FAKE,train,chdbnyxful.mp4
tdtxttoqou.mp4,FAKE,train,mfxzzvenex.mp4
ojvqqhggla.mp4,FAKE,train,ypvmdghkwu.mp4
qepurfmlnj.mp4,FAKE,train,bpzxipkgvk.mp4
yxvmnvnoxf.mp4,FAKE,train,hkbkvhcynv.mp4
qsrahioxmj.mp4,FAKE,train,uwkazachvs.mp4
xrxwcevksd.mp4,FAKE,train,gaxvondfff.mp4
lejhbjohek.mp4,FAKE,train,upbercvjsr.mp4
dwotcppcgf.mp4,FAKE,train,ibxmrjdmpm.mp4
vqvvuieuie.mp4,FAKE,train,upbercvjsr.mp4
ppjpgfoghj.mp4,FAKE,train,vqnalrcskp.mp4
