filename,label,original,split
yojgjueqta.mp4,FAKE,train,gpdtoamvkz.mp4
xnzhlgindk.mp4,FAKE,train,ivlxgbadrs.mp4
ldstkidqpg.mp4,FAKE,train,rkwgxkbwgh.mp4
fqfqvviylk.mp4,FAKE,train,yfpdzcolmh.mp4
ljwqvxfila.mp4,REAL,train,
aprkqcworu.mp4,FAKE,train,rirlttfyas.mp4
xibkzmsbtq.mp4,FAKE,train,gknufblsxx.mp4
iqwvzsizfk.mp4,REAL,train,
pvupowsims.mp4,FAKE,train,oscgqqclma.mp4
ueqsirkzed.mp4,FAKE,train,eevoyzaxdu.mp4
fvjutpueqx.mp4,FAKE,train,ugusefbydg.mp4
zhwlsdwmvj.mp4,FAKE,train,anrmtvgmjo.mp4
ehyvaxnvja.mp4,FAKE,train,tilbomnrla.mp4
qjxmhgaaet.mp4,REAL,train,
cneqrafhqp.mp4,FAKE,train,gppinocwlh.mp4
mkawffchpo.mp4,FAKE,train,kimistoaix.mp4
njgirarbot.mp4,FAKE,train,fxssrvhqmg.mp4
irftbeawzx.mp4,FAKE,train,rdaaohhkny.mp4
dvafzkkehz.mp4,REAL,train,
vqtyawibvn.mp4,REAL,train,
dwiuqkkzlo.mp4,FAKE,train,bhlyasmjqj.mp4
skxnruuake.mp4,FAKE,train,ohlypraoil.mp4
ydipbbvuhi.mp4,FAKE,train,oowcrcxdmj.mp4
lytcartuqs.mp4,FAKE,train,joghzaznjg.mp4
dnhpnvkcgg.mp4,REAL,train,
excbecqxzk.mp4,FAKE,train,snmcsqzqcs.mp4
owuzhberwz.mp4,FAKE,train,qguuizkcji.mp4
lgdrrbdihe.mp4,FAKE,train,gpdtoamvkz.mp4
rtmxixqcpv.mp4,FAKE,train,rxqpesbufk.mp4
potrwteswi.mp4,FAKE,train,qpjuqzeelk.mp4
izoadkuikp.mp4,FAKE,train,gyrwjitwhy.mp4
tmtmbqiazy.mp4,FAKE,train,gyrwjitwhy.mp4
krcrmrtiss.mp4,FAKE,train,bwryylpbof.mp4
kqdcjtprry.mp4,FAKE,train,qpjuqzeelk.mp4
ntyqdgdvry.mp4,FAKE,train,bhlyasmjqj.mp4
mqrxfxgrlk.mp4,REAL,train,
vvqvxheurg.mp4,FAKE,train,egoxlpllxp.mp4
whpynbgnhr.mp4,FAKE,train,ljwqvxfila.mp4
dvwogkdvxn.mp4,FAKE,train,lpvdhpaxna.mp4
thtzgjtcnn.mp4,FAKE,train,eevoyzaxdu.mp4
ghckjmudob.mp4,FAKE,train,dmfqkkdznx.mp4
wkaracvivt.mp4,FAKE,train,qjxmhgaaet.mp4
szyzfljbzt.mp4,FAKE,train,ljwqvxfila.mp4
vpiopzgibn.mp4,FAKE,train,gyrwjitwhy.mp4
fqrzmuzvjl.mp4,FAKE,train,oowcrcxdmj.mp4
zohbmyoetx.mp4,FAKE,train,uekiaunxsu.mp4
nwyaacfgnq.mp4,FAKE,train,qpjuqzeelk.mp4
iivlsxmqra.mp4,FAKE,train,ezmvbsgogx.mp4
wxdechnlvk.mp4,FAKE,train,kuydemhyjy.mp4
lecemakjln.mp4,FAKE,train,ljwqvxfila.mp4
txdofdqlfp.mp4,FAKE,train,uekiaunxsu.mp4
lxihpvezwj.mp4,FAKE,train,ssicmhswvf.mp4
ztqbozqyoz.mp4,FAKE,train,dnhpnvkcgg.mp4
idirqwitxd.mp4,FAKE,train,gwvssgmgmh.mp4
dffoepnujh.mp4,FAKE,train,ugusefbydg.mp4
jddwsnjopj.mp4,FAKE,train,fkbowkvwrl.mp4
jjudidnuwp.mp4,FAKE,train,gppinocwlh.mp4
wgcjvhnjxr.mp4,FAKE,train,eevoyzaxdu.mp4
bwryylpbof.mp4,REAL,train,
nwrkihkoko.mp4,FAKE,train,fxssrvhqmg.mp4
mmlyfeyvqj.mp4,FAKE,train,fxssrvhqmg.mp4
jacbysukfi.mp4,FAKE,train,dvafzkkehz.mp4
ocpwqziggn.mp4,FAKE,train,rirlttfyas.mp4
defoxhdwiy.mp4,FAKE,train,anrmtvgmjo.mp4
dmvzryjzbe.mp4,FAKE,train,wtwgtnbhme.mp4
apcntjhkdg.mp4,FAKE,train,guhysklzbd.mp4
lxnjmcvkbp.mp4,FAKE,train,fkbowkvwrl.mp4
dwiegnxonz.mp4,FAKE,train,ynhqeprmqe.mp4
ulfexdgnej.mp4,FAKE,train,mjjonwppll.mp4
tggvkvjppv.mp4,REAL,train,
mgxqmjtjlb.mp4,FAKE,train,moynurfzjj.mp4
jfytzvfygd.mp4,FAKE,train,kztcysczln.mp4
wicezznelv.mp4,FAKE,train,fxssrvhqmg.mp4
naswhsiwry.mp4,FAKE,train,winfzosmgf.mp4
elwdoyaytg.mp4,FAKE,train,shwhnfwwfx.mp4
durjpbmxnt.mp4,FAKE,train,asupryfzyn.mp4
qpkhdvcqkw.mp4,FAKE,train,nmhcnvinzr.mp4
fxavmshodu.mp4,FAKE,train,bwryylpbof.mp4
bictntmeob.mp4,FAKE,train,dqecxlcpiz.mp4
zglpjttgus.mp4,FAKE,train,gyrwjitwhy.mp4
iasikptdwp.mp4,FAKE,train,ozfkbpxyuw.mp4
mprkhuwxfe.mp4,FAKE,train,ohlypraoil.mp4
yvlvaflbif.mp4,FAKE,train,fcjujjnmze.mp4
oowcrcxdmj.mp4,REAL,train,
tthhuhqfwb.mp4,FAKE,train,tggvkvjppv.mp4
egoxlpllxp.mp4,REAL,train,
atokvbzcel.mp4,FAKE,train,guhysklzbd.mp4
ltmuraxwex.mp4,FAKE,train,ljwqvxfila.mp4
lgbncbacho.mp4,FAKE,train,oowcrcxdmj.mp4
fakojkvxrs.mp4,FAKE,train,vgpvskdear.mp4
mmgwvcbsqj.mp4,FAKE,train,kuydemhyjy.mp4
